Location,FloorAreaSqm,LotSizeSqm,Bedrooms,Bathrooms,ParkingSpaces,YearBuilt,PropertyAge,Condition,PropertyType,NeighborhoodRating,DistanceToCBDKm,Price
Davao,51.0,232.0,6,2.0,0,1986,40,Good,Condo,9,12.40415926503307,25437629.38915227
Davao,223.0,169.0,0,1.0,4,2020,6,Good,Condo,7,9.113681046145887,37828325.953085765
General Santos,283.0,106.0,1,1.0,2,2012,14,Good,House & Lot,5,4.813146749854466,31126343.605818972
Cebu,428.0,72.0,0,3.0,0,1988,38,Good,House & Lot,10,4.571923652792855,71240632.96861
General Santos,245.0,149.0,4,5.0,2,1962,64,Good,House & Lot,7,11.814879573132608,32541293.957943432
General Santos,167.0,96.0,1,2.0,2,1983,43,Good,Condo,6,0.1,19027777.815190934
Iloilo,258.0,304.0,2,1.0,1,2001,25,Good,Townhouse,3,12.784189935196883,36687122.12733965
Cebu,96.0,57.0,5,2.0,2,1970,56,New,Townhouse,7,0.1,27179990.099976394
Cebu,58.0,49.0,2,3.0,3,1990,36,New,House & Lot,7,0.1,23278257.54256029
Davao,311.0,791.0,1,1.0,1,2000,26,New,House & Lot,10,4.914405012420646,99282816.05877793
Iloilo,444.0,70.0,0,5.0,4,1956,70,Needs Repair,Condo,4,21.02074485758507,40320175.87479949
Cebu,383.0,59.0,1,4.0,2,1993,33,Needs Repair,House & Lot,4,18.0645161600856,53633684.423712075
Baguio,270.0,24.0,6,2.0,4,2006,20,Good,House & Lot,10,12.238926534782813,50571826.21785722
Metro Manila,37.0,106.0,3,5.0,0,1966,60,New,House & Lot,7,10.1392542697727,30630471.33982667
Iloilo,444.0,422.0,6,2.0,1,1991,35,Good,House & Lot,3,0.1,71102213.90389988
Metro Manila,213.0,661.0,1,1.0,3,2003,23,New,House & Lot,3,8.940548977284193,113850184.8391453
Bacolod,144.0,587.0,2,5.0,4,1953,73,Good,House & Lot,6,4.704670888640172,42547716.998290986
Metro Manila,403.0,464.0,1,5.0,1,1998,28,Good,House & Lot,7,3.099983998263669,125203984.05201858
Cebu,340.0,68.0,2,2.0,4,1969,57,Good,Condo,4,8.928818539847956,51390227.48954861
,342.0,619.0,3,3.0,0,1980,46,New,Condo,5,5.1733399433198075,92131582.12967339
Cagayan de Oro,139.0,29.0,5,1.0,2,1999,27,Good,House & Lot,8,13.215797275813102,19373509.227658056
Metro Manila,446.0,504.0,2,4.0,1,1950,76,Needs Repair,House & Lot,10,0.1,116798077.64647098
Baguio,214.0,327.0,5,4.0,2,1951,75,Good,House & Lot,6,8.450068534075893,54998988.9301828
Iloilo,248.0,705.0,4,4.0,4,1983,43,New,Townhouse,6,2.72541665891574,62376474.943943806
Iloilo,342.0,246.0,2,3.0,3,2022,4,Needs Repair,House & Lot,5,5.542185026505839,44720623.76539829
Bacolod,303.0,510.0,6,4.0,3,1950,76,Good,Condo,4,9.827758516875448,49192566.663988195
Cagayan de Oro,94.0,351.0,3,3.0,1,2009,17,Good,Condo,3,1.2961528243395986,23721213.73963608
Baguio,150.0,417.0,1,5.0,4,1955,71,Good,House & Lot,9,8.985392835874789,51119815.75411268
Cagayan de Oro,175.0,751.0,6,1.0,2,1987,39,Needs Repair,House & Lot,3,6.725970768744413,42911989.27351444
Davao,427.0,570.0,6,3.0,3,1982,44,Good,House & Lot,9,4.036478808938668,93917693.76553221
General Santos,327.0,331.0,0,3.0,3,1985,41,Good,House & Lot,4,5.176565083934482,42385469.91657357
Iloilo,177.0,357.0,6,3.0,3,1956,70,Good,House & Lot,8,7.072688652878443,41206260.44826195
Bacolod,335.0,563.0,6,1.0,3,2007,19,New,House & Lot,10,3.392980924620727,71764031.23922248
General Santos,337.0,276.0,5,2.0,2,1970,56,Good,House & Lot,8,8.042566851953667,44368578.749577045
Cagayan de Oro,189.0,134.0,1,5.0,3,2008,18,New,Condo,8,6.330940270003546,30019597.08394177
Cagayan de Oro,193.0,374.0,4,1.0,4,1999,27,Good,House & Lot,5,4.332304777598235,38440853.93303439
Iloilo,404.0,54.0,3,4.0,1,1991,35,Good,House & Lot,7,17.539053403417903,51039187.34736824
Metro Manila,261.0,135.0,4,4.0,2,1973,53,Good,Condo,8,10.491439535369725,67644650.36372942
Baguio,84.0,336.0,4,3.0,0,1999,27,Good,House & Lot,6,5.703726604262274,37651915.696452506
Cebu,329.0,637.0,4,1.0,1,2025,1,Good,House & Lot,3,8.875162584948253,89628252.51944073
General Santos,273.0,625.0,3,1.0,3,2020,6,Good,House & Lot,10,1.8390791793589507,50773935.87276325
Cebu,238.0,208.0,4,2.0,3,2019,7,New,House & Lot,4,5.3793703593285,63294686.339276336
Cebu,331.0,337.0,3,1.0,1,1966,60,Needs Repair,Condo,10,6.079535297370514,55884742.50527433
Cebu,410.0,122.0,0,1.0,2,1994,32,Needs Repair,Condo,10,0.5192365405407049,54819593.985618904
Bacolod,162.0,604.0,0,1.0,4,1980,46,Good,Condo,3,10.324124287966507,36548196.35244434
Iloilo,200.0,197.0,6,1.0,0,2023,3,,Condo,8,4.966323784323045,33185246.014247462
General Santos,101.0,639.0,6,5.0,0,2022,4,New,House & Lot,8,5.867199995315577,44478044.94171344
Baguio,298.0,673.0,4,4.0,1,2015,11,New,House & Lot,4,4.587680845259869,97801726.09253398
Davao,193.0,551.0,1,1.0,3,1962,64,Good,House & Lot,9,25.754543543858595,56764298.37318592
Metro Manila,167.0,264.0,5,4.0,1,1974,52,Needs Repair,Condo,3,4.024309098955923,49428314.995396964
Metro Manila,319.0,762.0,1,1.0,4,2004,22,Good,Condo,4,0.1,116182302.4105401
Davao,195.0,548.0,2,3.0,4,2006,20,Good,Condo,10,0.1,55229473.188166074
General Santos,219.0,516.0,2,1.0,2,1976,50,Needs Repair,House & Lot,8,12.555815736172608,34668017.30227312
Iloilo,209.0,685.0,0,1.0,1,1960,66,Good,Condo,3,16.01871615009878,44374887.02419618
General Santos,131.0,705.0,5,1.0,0,1960,66,Good,House & Lot,4,3.909216851762878,39538048.32072098
Metro Manila,74.0,62.0,3,3.0,4,2002,24,Good,House & Lot,5,15.673698017812782,30422479.38136557
Metro Manila,375.0,705.0,2,3.0,4,1984,42,New,House & Lot,3,12.449539999055265,156389704.2836721
Cagayan de Oro,59.0,612.0,3,2.0,2,1987,39,Needs Repair,Condo,4,6.863119214083467,24231900.546267804
Metro Manila,159.0,165.0,0,4.0,2,2011,15,Good,Condo,7,6.437322297376787,48246610.35137393
Metro Manila,307.0,246.0,3,4.0,3,1951,75,Good,House & Lot,3,9.08522135849392,88277031.60915275
Baguio,76.0,602.0,3,4.0,3,2007,19,Good,House & Lot,5,13.264734932921847,50399756.46648685
General Santos,301.0,173.0,2,3.0,0,1970,56,Needs Repair,Condo,5,10.383767393570134,26299066.683443543
Bacolod,335.0,361.0,5,3.0,3,2020,6,,House & Lot,10,3.939150189207825,55480939.2137351
Metro Manila,305.0,551.0,1,3.0,4,2022,4,Good,House & Lot,10,6.954757717842136,116942548.31923282
Cagayan de Oro,151.0,520.0,0,2.0,3,1988,38,New,House & Lot,9,19.887580728331542,43416179.16070691
Cagayan de Oro,28.0,727.0,3,3.0,2,1974,52,Needs Repair,Condo,5,9.507282783777152,25587092.30364611
Cagayan de Oro,401.0,89.0,6,1.0,2,1967,59,Good,Condo,7,13.21595256129569,41210347.5218619
General Santos,160.0,236.0,2,5.0,1,1963,63,Good,Condo,7,11.239309923495394,24300039.971829627
Cebu,366.0,787.0,0,2.0,3,2025,1,Needs Repair,Condo,9,9.640146463986216,79202087.48482656
General Santos,105.0,455.0,6,4.0,1,1964,62,New,House & Lot,8,8.652193400090415,35649117.84275034
Davao,89.0,198.0,3,5.0,1,1983,43,Good,House & Lot,10,13.384343751949876,30633365.328227315
Cagayan de Oro,354.0,231.0,1,3.0,1,1986,40,Good,House & Lot,7,12.3118534118641,45637715.80950576
Iloilo,424.0,271.0,4,5.0,1,2001,25,Good,Townhouse,10,9.583360868069292,54616510.22484732
Cagayan de Oro,390.0,443.0,2,3.0,1,2014,12,Good,Condo,8,3.837424846712672,51467232.6860933
Bacolod,343.0,227.0,6,1.0,0,1992,34,Good,Condo,8,10.313352833290832,42848142.97631637
Bacolod,126.0,497.0,2,1.0,3,2007,19,New,House & Lot,8,7.597952381191499,43378248.800625905
Iloilo,412.0,356.0,3,1.0,2,1993,33,New,Townhouse,5,6.150464531929544,61453416.59855817
Cagayan de Oro,307.0,488.0,3,5.0,4,1983,43,New,House & Lot,7,24.072655849796405,61026878.55405427
Bacolod,94.0,124.0,1,3.0,0,1961,65,Needs Repair,Condo,5,0.1,13263831.741084108
Cebu,75.0,498.0,3,2.0,3,1965,61,Good,Condo,8,13.751077154344898,42685614.86208708
Cagayan de Oro,394.0,739.0,0,3.0,0,1982,44,Good,Condo,5,2.8239743344770165,59765386.725089595
Iloilo,138.0,108.0,4,,2,1953,73,Good,House & Lot,9,8.787172936060376,25976958.217336264
Davao,349.0,261.0,5,5.0,2,1974,52,Good,House & Lot,7,23.41152511454111,66234129.318716556
Iloilo,79.0,554.0,6,5.0,2,1985,41,New,House & Lot,8,2.2257860310556223,47262696.94649588
General Santos,140.0,493.0,2,1.0,3,1985,41,Good,House & Lot,4,3.6567640710364175,32595124.19123168
Cagayan de Oro,141.0,539.0,1,4.0,4,2011,15,Good,Condo,9,7.894917577090398,35249553.637929976
Cagayan de Oro,140.0,447.0,3,2.0,1,2023,3,Good,House & Lot,9,2.9166982542118296,36284638.00621717
Baguio,310.0,546.0,4,1.0,4,2005,21,Good,Condo,4,13.304338105641806,70162176.55248675
Cagayan de Oro,413.0,487.0,6,5.0,0,1956,70,Needs Repair,House & Lot,5,4.792823383620229,53249316.053364
Baguio,411.0,59.0,0,1.0,1,1981,45,Good,House & Lot,8,11.924057840896022,62667617.16843909
Bacolod,338.0,601.0,1,2.0,1,2005,21,New,House & Lot,9,0.1,71073123.99824518
Bacolod,107.0,357.0,1,1.0,4,1995,31,New,Condo,8,0.1,30098645.078034263
Cebu,433.0,41.0,1,3.0,0,1984,42,New,House & Lot,6,6.626090126281703,80276209.29487674
Davao,253.0,327.0,3,3.0,1,1983,43,Good,House & Lot,5,0.1,55687006.5658701
Metro Manila,254.0,348.0,6,2.0,2,1980,46,Needs Repair,Condo,10,17.109613476592703,69023371.38817948
Cebu,321.0,69.0,0,1.0,4,1994,32,Needs Repair,Condo,9,0.1,42248229.0873899
Baguio,350.0,796.0,5,1.0,2,1963,63,Good,House & Lot,10,1.7738798739758135,99112759.61446862
Baguio,429.0,177.0,4,,4,1989,37,Good,Condo,5,10.48171931284766,68750482.20322435
Cebu,270.0,264.0,4,5.0,3,1965,61,Good,Condo,6,4.481816299627964,57330566.10589286
Baguio,282.0,352.0,4,5.0,3,2001,25,Good,Condo,4,0.1,59852542.119350225
Iloilo,340.0,666.0,0,3.0,3,2015,11,Good,Condo,10,20.239784960431756,62017117.81976154
Cebu,129.0,594.0,5,3.0,0,1988,38,New,House & Lot,9,1.9901971810425563,71699039.83609627
Davao,152.0,616.0,1,4.0,2,1979,47,New,House & Lot,4,6.822453155020705,64385421.41125331
Davao,288.0,189.0,3,4.0,2,2021,5,Needs Repair,Condo,4,6.744844879363819,41556952.19046511
Iloilo,47.0,676.0,4,3.0,1,2000,26,Good,House & Lot,7,12.261854911799468,39558272.54038761
Davao,157.0,663.0,4,2.0,0,1982,44,Good,Condo,6,10.774114764026354,53742252.74771671
Bacolod,328.0,371.0,2,3.0,0,1952,74,Good,Condo,6,3.039193773613966,44897481.05503869
Davao,439.0,436.0,2,,3,1951,75,Good,Condo,5,6.045036695340159,73334613.14576457
Baguio,243.0,29.0,3,1.0,3,1966,60,Needs Repair,House & Lot,8,6.638465398749106,35331431.31081756
Baguio,191.0,608.0,0,4.0,1,1967,59,New,Townhouse,10,12.493756989191372,63027854.80208483
Cebu,209.0,768.0,5,5.0,3,2004,22,New,House & Lot,10,0.990068510848392,101501256.20382997
Bacolod,314.0,378.0,0,1.0,3,1988,38,Good,Condo,6,20.10866334053469,42914391.71826126
Cebu,254.0,432.0,3,1.0,4,2025,1,Good,Condo,9,3.4448996752433354,63549914.86083641
Davao,29.0,399.0,4,1.0,4,1991,35,New,Condo,8,7.9475036194604405,33386579.995553866
Cagayan de Oro,251.0,66.0,0,4.0,4,2018,8,New,House & Lot,4,1.0400633618405495,35786405.91539148
General Santos,192.0,495.0,6,2.0,0,1991,35,New,Condo,9,0.21104593015629902,41247394.73453408
Bacolod,321.0,577.0,2,2.0,3,1977,49,Good,Townhouse,5,2.7534295455342566,49730080.497354046
General Santos,396.0,742.0,0,1.0,1,2004,22,New,House & Lot,8,2.1768606940144695,72707855.77528822
Cagayan de Oro,433.0,743.0,4,5.0,2,1984,42,New,House & Lot,8,5.514457855071017,86360049.08466528
,282.0,393.0,3,3.0,3,1970,56,Good,House & Lot,10,2.126209827417556,68217084.04887336
Cagayan de Oro,175.0,767.0,4,4.0,3,1985,41,Needs Repair,Condo,10,12.173314527765259,39749264.05443185
Davao,210.0,422.0,5,4.0,2,2000,26,Needs Repair,House & Lot,9,3.3020966280897497,49678759.87828097
Baguio,95.0,513.0,3,1.0,4,1978,48,Good,Condo,7,2.6371070392885088,42927260.318516694
Iloilo,422.0,481.0,5,5.0,0,2003,23,Good,House & Lot,6,5.642186815296387,71851720.05018422
General Santos,384.0,798.0,2,3.0,0,2024,2,Needs Repair,House & Lot,6,13.957033272177767,55119274.28560042
Cagayan de Oro,387.0,590.0,3,4.0,0,1981,45,Good,Condo,10,9.289257041662395,58019519.87021901
Baguio,161.0,96.0,1,2.0,4,1972,54,Good,House & Lot,4,7.401862820675181,31326681.47292466
Bacolod,158.0,57.0,4,5.0,2,1980,46,Good,Condo,7,0.1,23470535.26364328
Cebu,388.0,327.0,1,5.0,2,2013,13,Good,Condo,8,1.143749240817744,74145539.22686262
Cagayan de Oro,254.0,412.0,4,3.0,3,1963,63,Good,House & Lot,3,0.3295403597622588,44451318.1249789
Iloilo,323.0,534.0,5,1.0,2,2023,3,Good,House & Lot,8,15.84110734203408,62817144.128528886
Iloilo,230.0,385.0,6,5.0,2,1981,45,New,House & Lot,5,11.183378738789886,55974704.14331656
Cagayan de Oro,210.0,411.0,6,5.0,0,2013,13,Needs Repair,House & Lot,5,2.830276946454836,36275004.14349629
Bacolod,291.0,737.0,0,3.0,0,2009,17,Good,House & Lot,7,4.6137701370460675,60986344.00043083
Metro Manila,369.0,267.0,0,3.0,4,2009,17,Good,Condo,3,3.0482589425759965,88858280.79707024
Davao,163.0,394.0,6,2.0,2,2019,7,New,Condo,4,2.6848327017157487,51302281.27572103
Cebu,367.0,445.0,2,1.0,0,1964,62,Good,Townhouse,6,10.761806187297083,69841050.44317861
Bacolod,125.0,374.0,0,5.0,1,1995,31,Good,Condo,7,6.274782675294121,28122352.10677572
Metro Manila,193.0,774.0,2,3.0,1,1957,69,New,House & Lot,3,20.48700646578478,118480424.76076396
Cebu,412.0,769.0,5,2.0,1,1972,54,Good,Condo,5,15.50215894710199,97537345.00016811
Iloilo,430.0,410.0,2,4.0,1,1953,73,Good,Condo,5,15.856882042800335,58393919.34647329
Bacolod,417.0,360.0,0,1.0,3,2001,25,Good,House & Lot,7,12.028141849688758,58910463.34596512
Iloilo,155.0,471.0,5,1.0,0,1996,30,New,House & Lot,5,5.464045576956865,47867826.348223835
Cagayan de Oro,382.0,144.0,1,2.0,1,2006,20,Needs Repair,House & Lot,3,11.586745307177505,37364288.95445501
General Santos,422.0,340.0,2,3.0,2,1963,63,Good,House & Lot,7,5.907003832828052,52283999.09355819
Cebu,440.0,173.0,0,2.0,2,1975,51,New,Condo,9,17.781656304370177,79362722.00868185
General Santos,28.0,115.0,4,1.0,4,2001,25,New,House & Lot,7,10.425676298299523,12881768.968513526
Iloilo,340.0,76.0,3,2.0,4,2012,14,New,Condo,5,9.57416215161809,46083446.24506069
Bacolod,448.0,469.0,6,2.0,1,2017,9,Good,House & Lot,6,8.762435974577054,68120187.98396118
Metro Manila,348.0,0.0,2,3.0,2,1955,71,Good,Condo,4,18.441598564165147,66600153.01543159
Iloilo,120.0,516.0,1,3.0,0,1980,46,Good,House & Lot,4,0.1,38621845.34627454
Bacolod,347.0,345.0,1,5.0,3,1950,76,New,Condo,6,19.02972696601236,52894053.00464827
Iloilo,65.0,293.0,1,5.0,0,2012,14,Needs Repair,House & Lot,7,6.883077155275174,21323839.57659891
Metro Manila,226.0,615.0,3,2.0,0,1959,67,New,House & Lot,6,0.1,114882115.07852833
Iloilo,289.0,430.0,0,5.0,3,2012,14,Good,House & Lot,10,3.4867416101416637,55514600.18341728
General Santos,216.0,586.0,2,3.0,0,1961,65,Needs Repair,Condo,8,0.1,33353620.45789171
Bacolod,320.0,567.0,5,1.0,2,1951,75,Good,Townhouse,3,11.921940473513839,48246388.747844726
Cebu,123.0,25.0,5,2.0,0,2016,10,Good,Condo,7,1.7702422979208832,24898769.822227
General Santos,280.0,172.0,4,4.0,3,1983,43,Good,Condo,7,9.0120059972282,32694390.56708553
General Santos,297.0,455.0,6,5.0,3,1982,44,New,Condo,3,14.805302180995085,49082616.993413344
Cebu,292.0,780.0,5,2.0,2,1999,27,New,Condo,6,3.9678984286031795,98297891.82819057
Cagayan de Oro,144.0,123.0,4,1.0,4,1970,56,Good,House & Lot,9,6.391377841853647,24995138.99888461
Baguio,151.0,84.0,6,1.0,2,2002,24,New,Condo,5,0.17980034050390614,35763718.38147292
Iloilo,130.0,752.0,0,1.0,0,1982,44,Good,Condo,6,5.669857346292814,42405590.24375448
Baguio,218.0,773.0,5,4.0,0,1970,56,New,House & Lot,4,23.44414175164023,88063684.6539299
Cagayan de Oro,271.0,133.0,2,3.0,1,1980,46,Needs Repair,House & Lot,3,12.66759898466265,28562787.14945349
General Santos,175.0,321.0,5,3.0,1,1950,76,Needs Repair,House & Lot,5,6.41161748663837,26534273.56226619
Cagayan de Oro,196.0,501.0,6,4.0,1,1972,54,Good,House & Lot,9,4.329871782909709,44848167.03280271
General Santos,143.0,156.0,3,5.0,1,1994,32,Good,Condo,10,7.7441996260614,21634527.87301616
General Santos,114.0,260.0,0,4.0,2,1960,66,New,House & Lot,8,8.780304513161838,25654316.819676537
Metro Manila,302.0,316.0,2,1.0,0,1959,67,New,Condo,9,5.485581757125454,92853018.07987975
Davao,370.0,513.0,2,3.0,3,1999,27,Good,Condo,8,11.180355174626776,72714624.94407004
Bacolod,145.0,246.0,6,5.0,1,1982,44,Good,Condo,8,2.279315059637546,29602335.384641096
Iloilo,390.0,329.0,6,4.0,3,1960,66,Good,House & Lot,6,2.249673950094391,62809196.045500256
Metro Manila,265.0,231.0,3,2.0,2,2006,20,Good,Condo,3,10.221172742301228,69923603.97152439
Metro Manila,92.0,607.0,6,2.0,4,2008,18,Good,House & Lot,6,0.9881494786136127,81237478.5435752
Iloilo,177.0,122.0,3,5.0,2,1952,74,New,Condo,9,12.37410351717524,31634941.178607635
Iloilo,23.0,184.0,2,1.0,1,1965,61,Good,House & Lot,7,7.914316325618399,15116906.507274665
Cebu,36.0,199.0,5,3.0,2,1978,48,Good,House & Lot,9,0.1,27473494.14902489
Cebu,164.0,724.0,4,1.0,3,2005,21,Good,Condo,3,8.65699475336568,63942964.93981121
Cebu,215.0,755.0,3,5.0,2,1955,71,Needs Repair,Condo,4,0.1,61716307.60919027
Iloilo,362.0,400.0,3,1.0,2,2011,15,Good,House & Lot,5,12.160172057933968,59866006.626394294
Metro Manila,77.0,125.0,4,1.0,2,1974,52,Good,House & Lot,5,6.5077140244964236,35343599.81620431
Iloilo,380.0,604.0,5,2.0,1,1959,67,Good,Condo,10,19.10650529904092,64435358.18621012
Baguio,120.0,393.0,3,2.0,1,2015,11,New,House & Lot,6,14.427877066235641,51062281.67603263
Baguio,79.0,679.0,0,3.0,4,1956,70,Good,Condo,8,1.6358449626090525,48205672.24913176
Bacolod,320.0,287.0,0,2.0,3,1959,67,Good,Condo,8,0.1,41326737.16757673
Iloilo,352.0,799.0,1,2.0,0,2022,4,Good,Condo,6,3.4693924592517567,66197947.896893926
Bacolod,280.0,645.0,3,3.0,4,1989,37,New,House & Lot,10,0.6724483830177732,69200855.14002374
Cagayan de Oro,69.0,179.0,4,3.0,3,1985,41,Needs Repair,Condo,4,18.954428521262564,14161776.689616038
General Santos,69.0,580.0,5,5.0,0,2002,24,Needs Repair,House & Lot,3,7.938112044319092,26865858.512456074
Cagayan de Oro,187.0,229.0,1,3.0,3,1997,29,New,Condo,8,13.600512825098999,31540438.686278965
Iloilo,213.0,279.0,5,3.0,2,1996,30,New,House & Lot,8,6.289814524696485,48340617.67972096
Baguio,449.0,200.0,4,4.0,4,1951,75,New,Condo,5,6.921995070316126,81173623.05979078
Cebu,143.0,545.0,0,1.0,2,1991,35,Good,House & Lot,9,7.8042378649465505,56913974.856820725
Iloilo,102.0,210.0,2,4.0,2,1971,55,Good,House & Lot,4,14.639235911554678,24219884.447283074
Cebu,426.0,511.0,2,5.0,1,2011,15,New,Condo,5,9.869748534047591,99917616.98495622
General Santos,86.0,465.0,6,2.0,1,1988,38,Good,Condo,4,1.6559969391400102,26188315.198670864
Cagayan de Oro,31.0,600.0,6,1.0,3,1959,67,Good,House & Lot,4,17.735084828518502,29861524.685180224
Metro Manila,201.0,794.0,5,2.0,4,2017,9,Good,Townhouse,8,6.243107006082122,99546911.67264783
Cagayan de Oro,192.0,7.0,3,2.0,4,1971,55,Good,Townhouse,8,5.2668792567401095,21408939.363285266
Metro Manila,286.0,,3,3.0,3,1970,56,Good,Condo,8,0.1,115488280.86116719
Bacolod,397.0,87.0,2,5.0,3,2021,5,Good,House & Lot,9,11.806397546968022,49607087.58770523
Metro Manila,421.0,421.0,5,3.0,2,2008,18,Good,Condo,3,8.6060758379713,112490896.54016677
Baguio,144.0,272.0,0,1.0,1,2015,11,Good,Condo,7,8.599553939611413,35310082.84615704
Bacolod,441.0,511.0,1,2.0,3,2000,26,Needs Repair,House & Lot,3,5.583051973335092,56928404.158447534
Bacolod,292.0,577.0,0,4.0,1,2019,7,Good,House & Lot,10,4.548692959203303,57332470.87324975
Baguio,49.0,687.0,3,2.0,1,1958,68,Needs Repair,House & Lot,8,5.782517439017421,42955950.811542764
General Santos,423.0,321.0,2,3.0,4,1995,31,Good,House & Lot,9,10.778965226763678,52785479.691722535
Cagayan de Oro,79.0,746.0,1,4.0,2,1972,54,Good,Condo,7,11.834706638200103,36232788.20618726
Cebu,273.0,257.0,2,2.0,1,1980,46,Good,House & Lot,6,6.613810469752409,59923640.171692364
Bacolod,360.0,163.0,6,4.0,4,1968,58,Good,Condo,8,13.693624965900554,43859165.91986289
Bacolod,127.0,303.0,3,2.0,4,1965,61,Good,Condo,9,7.526154913895134,27766416.034486048
Davao,136.0,422.0,5,1.0,1,1983,43,New,Condo,4,4.974641491258067,46089449.737855636
Bacolod,224.0,534.0,6,2.0,2,2019,7,New,Townhouse,9,9.190493449444187,50504527.367272094
General Santos,400.0,666.0,6,3.0,2,1998,28,New,House & Lot,8,0.1,75031810.01522303
Cagayan de Oro,116.0,179.0,2,1.0,3,1976,50,Needs Repair,Condo,3,9.396309854475492,15286834.49093875
Cagayan de Oro,305.0,242.0,6,5.0,4,1982,44,Needs Repair,House & Lot,10,0.1,40579490.61135943
Bacolod,214.0,750.0,6,3.0,2,1990,36,Good,Townhouse,4,1.8336382400974145,48799939.72005212
Davao,68.0,351.0,6,1.0,3,1968,58,New,Townhouse,7,0.1,36301568.53981384
Cagayan de Oro,325.0,193.0,2,5.0,2,1989,37,Needs Repair,House & Lot,4,6.949298283970996,35959122.67973478
Davao,377.0,788.0,1,5.0,4,2002,24,Good,Condo,4,17.657802213854563,84587750.81219184
Iloilo,267.0,359.0,4,1.0,2,1968,58,Good,House & Lot,8,7.297540033511389,48963849.88954167
Davao,95.0,788.0,6,1.0,1,1994,32,Good,House & Lot,8,11.861512276598763,60315980.3384945
Davao,,735.0,6,2.0,2,2003,23,Good,House & Lot,8,22.113883383874334,57561547.62732681
Cebu,202.0,724.0,3,3.0,4,1989,37,New,House & Lot,5,10.424335088720575,89974733.53451218
General Santos,237.0,465.0,1,4.0,3,1972,54,Good,House & Lot,9,3.408727732471866,41226064.51856756
Cebu,257.0,638.0,2,3.0,0,1992,34,Good,Condo,3,4.234588383584977,69553782.00607513
Metro Manila,124.0,768.0,4,4.0,0,2010,16,New,House & Lot,9,8.003949249338037,113694757.81291568
General Santos,235.0,215.0,3,1.0,2,1966,60,Good,Condo,5,4.202632128434454,27951900.5888852
Iloilo,146.0,30.0,2,4.0,4,1993,33,Good,Condo,7,4.651478001119409,20997684.6346064
Baguio,315.0,256.0,2,5.0,2,2001,25,Good,House & Lot,10,13.911523455556939,65950157.51330078
Bacolod,362.0,509.0,0,3.0,2,1974,52,Needs Repair,House & Lot,5,14.156937684633274,49177381.3592935
Baguio,300.0,437.0,2,3.0,3,1979,47,Good,House & Lot,6,0.1,71605890.73236647
Cebu,20.0,64.0,4,2.0,2,2017,9,Good,House & Lot,9,3.0909828925986824,18335029.45166158
Bacolod,446.0,448.0,1,5.0,4,1977,49,Good,House & Lot,9,5.215973678519644,67535349.94246128
Cebu,30.0,139.0,6,1.0,3,1995,31,Good,House & Lot,4,11.594533676991512,20738707.108435098
,449.0,404.0,0,2.0,3,1961,65,Good,House & Lot,7,14.858453531033938,66968516.15674276
General Santos,33.0,460.0,4,1.0,3,2020,6,New,Condo,5,24.2118076056433,23951234.59013912
General Santos,242.0,509.0,3,5.0,3,1995,31,Good,House & Lot,7,5.205960222304031,45295842.927365795
Davao,65.0,330.0,5,3.0,0,2007,19,Good,Condo,6,5.505627713947827,30679829.443670746
Cagayan de Oro,60.0,326.0,6,5.0,2,1995,31,Good,Condo,3,11.531420093826284,22844288.75977365
Iloilo,313.0,542.0,3,4.0,0,1977,49,Needs Repair,Condo,10,3.9066996862708443,47270758.99865483
Baguio,332.0,599.0,4,3.0,2,1975,51,Good,House & Lot,8,7.154228831056898,86184895.39931104
Cebu,70.0,,4,3.0,0,2003,23,Good,House & Lot,6,5.5097713472987255,54779570.53135568
Baguio,439.0,266.0,3,2.0,2,2015,11,New,Townhouse,3,0.1,78993233.80792266
Bacolod,157.0,339.0,1,3.0,1,1959,67,New,Townhouse,3,8.739399380909274,29954243.45754502
General Santos,156.0,264.0,3,4.0,0,2014,12,Good,House & Lot,6,6.905834244183258,27840220.747315716
Metro Manila,147.0,422.0,1,5.0,0,2013,13,Good,Condo,8,15.627386301541398,65745978.80768981
Bacolod,218.0,101.0,3,3.0,2,1958,68,New,House & Lot,5,8.03294244521813,34469206.79576398
Cagayan de Oro,96.0,344.0,4,5.0,0,1958,68,New,House & Lot,8,0.47151513011496604,32289075.59798623
General Santos,202.0,150.0,1,5.0,4,2002,24,New,House & Lot,6,6.4514067621228595,32608344.25293915
Baguio,110.0,425.0,1,3.0,3,2014,12,Good,Condo,3,0.1,39237428.16603479
Metro Manila,42.0,680.0,5,3.0,3,1979,47,Good,Condo,7,0.7344929888021445,67288619.84157735
Davao,178.0,788.0,2,1.0,0,1998,28,Good,Townhouse,4,11.813035808917986,57561717.20984555
Cagayan de Oro,309.0,,1,2.0,3,2025,1,New,Condo,3,6.515957360278021,47804669.671318606
General Santos,348.0,45.0,4,5.0,3,1974,52,New,Condo,4,13.535049436988395,37873750.02446606
Bacolod,171.0,182.0,5,1.0,1,1967,59,New,House & Lot,5,0.1,33161536.669388607
Metro Manila,159.0,83.0,5,2.0,0,2025,1,Good,Condo,7,6.545231616057482,45461233.29868373
Metro Manila,358.0,607.0,5,4.0,2,1971,55,New,Condo,10,5.1469250096732875,136535388.16590807
Baguio,312.0,787.0,6,2.0,3,1985,41,Good,Townhouse,4,13.735091495679235,79123813.98885949
